1;0.4
2;0.0
3;0.2
4;0.4
5;0.4
6;0.4
7;0.2
8;0.0
9;0.4
10;0.8
11;0.6
12;0.0
13;0.2
14;0.0
15;0.2
16;0.6
17;0.2
18;0.8
19;0.2
20;0.4
21;0.8
22;0.6
23;0.2
24;0.2
25;0.4
26;0.0
27;0.0
28;0.4
29;0.4
30;0.0
31;0.6
32;0.0
33;0.6
34;0.6
35;0.2
36;0.2
37;0.6
38;0.0
39;0.4
40;0.2
41;0.6
42;1.0
43;0.4
44;0.2
45;0.4
46;0.0
47;0.0
48;0.2
49;0.6
50;0.8
51;0.6
52;0.2
53;0.4
54;0.2
55;0.0
56;0.0
57;0.4
58;0.2
59;0.2
60;0.2
61;0.0
62;0.4
63;0.6
64;0.4
65;0.4
66;0.2
67;0.0
68;0.0
69;0.4
70;0.0
71;0.0
72;0.4
73;0.0
74;0.0
75;0.6
76;0.2
77;0.0
78;0.2
79;0.2
80;0.0
81;0.4
82;0.2
83;0.2
84;0.2
85;0.0
86;0.0
87;0.2
88;0.2
89;0.6
90;0.8
91;0.4
92;0.2
93;0.6
94;0.2
95;0.0
96;0.2
97;0.0
98;0.0
